,0
0,0.010918046556080974
1,0.8259903848010437
2,0.23617432650004933
3,0.9289511974824691
4,0.9812818615329342
5,0.7487195861995937
6,0.6295895886481214
7,0.12148598328390714
8,0.316036537165052
9,0.9286519426412658
10,0.6075442220765743
11,0.18443826491340598
12,0.38577060843868693
13,0.28244693166277446
14,0.22198260890204535
15,0.4758087417805018
16,0.5101577469831026
17,0.8497102719448787
18,0.4721382606128375
19,0.6522406961170993
20,0.03176569793833417
21,0.1125005239681478
22,0.5006200301655236
23,0.5937673492444084
24,0.5423772409868716
25,0.6737069513538212
26,0.6260492820217732
27,0.539370617827361
28,0.033566896274121905
29,0.884313599557018
30,0.6230960851633273
31,0.7278940823554141
32,0.16712727917144798
33,0.5900215988770244
34,0.4129325348804911
35,0.5926619361395001
36,0.6026632922999872
37,0.0185710742808195
38,0.9620450660595445
39,0.8673489498729721
40,0.49124891799046444
41,0.35807087639087665
42,0.2732149702700034
43,0.6637873756156041
44,0.32510144242424666
45,0.845751704870188
46,0.4330901334494197
47,0.657361666803246
48,0.3652092918674339
49,0.2758051474600608
50,0.5771019855164721
51,0.6953032813498644
52,0.262137936998433
53,0.7494754017527118
54,0.8086635448201536
55,0.923926663554603
56,0.32072456966865737
57,0.12035143499970213
58,0.23379688650349117
59,0.9312628693724598
60,0.630986336369194
61,0.16525053895572672
62,0.8723647601063297
63,0.0778142535696662
64,0.8081480919209769
65,0.994369090552395
66,0.9217824995801024
67,0.18869422811403724
68,0.028250172158313047
69,0.9656187177834169
70,0.08232209071810648
71,0.36770535262207293
72,0.6409769656501718
73,0.06458883791537606
74,0.08558491521634104
75,0.1654024682190014
76,0.8909324566726213
77,0.45801510593911554
78,0.7280722583596156
79,0.6268709707553008
80,0.34945790595975545
81,0.22064401619408236
82,0.8119735662060917
83,0.9370098959194827
84,0.7835557818365854
85,0.7233103316775115
86,0.41047926530471424
87,0.8203103124675468
88,0.2652966674424667
89,0.37300191607002275
90,0.4429793426584362
91,0.6239411065515381
92,0.3607699093196278
93,0.7325805874940035
94,0.21397898883983668
95,0.8587517411417668
96,0.0505443898006358
97,0.58436016013871
98,0.14146869432597042
99,0.744869518172428
100,0.09551575505974086
101,0.9116736161843789
102,0.9957985706772305
103,0.480916948290137
104,0.37203586267031796
105,0.19336689065060497
106,0.21177434604334555
107,0.6887310903666644
108,0.512197308368566
109,0.6745580533677554
110,0.37497611220475247
111,0.5028782676700168
112,0.8096369864546855
113,0.800817194691398
114,0.8525139439071865
115,0.8051303165071494
116,0.6931876585782755
117,0.900975522492825
118,0.058583329366708625
119,0.37402494171113554
120,0.8545698805136467
121,0.20076892994402495
122,0.05700033173367913
123,0.7750857987560377
124,0.6924749995138874
125,0.3151648268088397
126,0.6446789474008685
127,0.9046420098921222
128,0.36249277716978145
129,0.27012148474641995
130,0.3681133595880267
131,0.45617165277040794
132,0.9733947695325047
133,0.5151431283321721
134,0.7849747887641882
135,0.0643733663377869
136,0.915089845575208
137,0.9746283572271225
138,0.0388906701405205
139,0.9059697401521378
140,0.6259737698660743
141,0.7147366571782642
142,0.8413381627991727
143,0.382800151822972
144,0.09835321480983439
145,0.6083565550815603
146,0.2356430300744642
147,0.8187930413964422
148,0.35220067675898026
149,0.628670268757662
150,0.6294371472178468
151,0.3898435724931555
152,0.5130807441279432
153,0.20990957105553476
154,0.2938559295681039
155,0.3249189376383481
156,0.9074662636547244
157,0.006097318307272115
158,0.3985893842571542
159,0.38134942014479056
160,0.4475703634452579
161,0.11103524997701708
162,0.25646859981400916
163,0.4343992563184568
164,0.5728477901386079
165,0.8019653632101812
166,0.37586115836299505
167,0.7244724336954643
168,0.6276626935261832
169,0.1299322266125955
170,0.17047063522618433
171,0.8263761611533341
172,0.17897872081577226
173,0.7473386564679808
174,0.14851048089883023
175,0.45886494814165957
176,0.015167906610386916
177,0.9548220470061056
178,0.5296499420298889
179,0.00939245765978347
180,0.3109696093879015
181,0.45674026726578376
182,0.9651183156771964
183,0.7039925757378658
184,0.2503378372075804
185,0.2611908968407133
186,0.4961454570785204
187,0.635358897208332
188,0.7404441680767736
189,0.8474467918914609
190,0.17048251982791052
191,0.24521907666921183
192,0.6598513644047613
193,0.13991769671030296
194,0.9584690898990441
195,0.7157597835955539
196,0.6304986291264829
197,0.33386062443269415
198,0.687579783979045
199,0.9065667854198971
200,0.7836296846042661
201,0.5531588440332805
202,0.6310903101855991
203,0.5022732170921588
204,0.8427885750299711
205,0.5545354939057251
206,0.5817641146142347
207,0.5944182186231192
208,0.10220446241575143
209,0.7299743584466841
210,0.005855364627287307
211,0.6031920863113993
212,0.03138024549749463
213,0.939732557146308
214,0.7767485313199846
215,0.4021488829133163
216,0.6658825690295598
217,0.7494244084650785
218,0.698895937863906
219,0.37301671944807
220,0.35157230176489573
221,0.6647020005927425
222,0.24088184691750625
223,0.3762272965845691
224,0.4308282698621919
225,0.6987994024510145
226,0.7276665138935183
227,0.013109852793653065
228,0.6128904916150842
229,0.03293534581177626
230,0.5096219025273827
231,0.1092506660149708
232,0.8546560271726027
233,0.43961584848351853
234,0.2554099985228385
235,0.3662666901585151
236,0.7934073201361832
237,0.658505272997615
238,0.8178664482486927
239,0.16687268717180082
240,0.14287659402642627
241,0.6756622576239396
242,0.19185949302270178
243,0.3671845147925128
244,0.8174006882113092
245,0.9742986935466493
246,0.9549582614369513
247,0.7361446205309987
248,0.6605949772998934
249,0.6380413679935641
250,0.020981574126078817
251,0.5933512664753678
252,0.15369940252338044
253,0.0030936246793437094
254,0.40855120833301806
255,0.9824722257216172
256,0.5772067452551598
257,0.9208605681438766
258,0.5016467968294149
259,0.6295680830256696
260,0.6070064762988022
261,0.5836397294230076
262,0.8628474508280668
263,0.16286159357028362
264,0.14568275238668704
265,0.9826252828171937
266,0.024036525876852566
267,0.9045937242891361
268,0.9518536807642115
269,0.1490829908125081
270,0.23772855243415203
271,0.22465191460359335
272,0.3913209508835106
273,0.3325826020044178
274,0.5908093222510883
275,0.9217743305206976
276,0.8255255931709796
277,0.1691535735286961
278,0.07371827015035104
279,0.9000625986002444
280,0.8524314495949972
281,0.9559534054668359
282,0.2596541265460448
283,0.8782377378083248
284,0.9821524017457015
285,0.9832390728006636
286,0.7603788903046557
287,0.65796112398787
288,0.9277462608840852
289,0.9752552272729438
290,0.7610893751144626
291,0.6001608687009369
292,0.9604287056422964
293,0.05011850746115076
294,0.40494976550683526
295,0.5311880564019611
296,0.7088766020558616
297,0.32385649353992707
298,0.14200110139224031
299,0.09540952239258838
300,0.0911772819637322
301,0.026916202984426985
302,0.9953732656234122
303,0.584255607419138
304,0.6035010199792366
305,0.8277959057671176
306,0.6278599274426275
307,0.2605730157420305
308,0.7415994843295979
309,0.007246141221304514
310,0.6720854553783383
311,0.40783161843693505
312,0.6524370152054045
313,0.0472767590585903
314,0.047062902555852104
315,0.7953159206747207
316,0.12019324558631583
317,0.5248556567251641
318,0.619289691344904
319,0.11290816297580863
320,0.3131550849628376
321,0.6441706618980778
322,0.6396776300775504
323,0.05422187800121636
324,0.36783379445151865
325,0.05770570472718417
326,0.37210386499009773
327,0.9984151163645415
328,0.3638409568200691
329,0.2922314147112811
330,0.8144577189255093
331,0.8265115163292922
332,0.4768093862532444
333,0.5005386273393236
334,0.2731665149297907
335,0.019962398543062476
336,0.19311605637490703
337,0.8618023325645214
338,0.37675068927726685
339,0.9192266646560064
340,0.4314848327373011
341,0.0969796359858166
342,0.7078052297496218
343,0.6249075919495299
344,0.5831370080952675
345,0.46128109871479495
346,0.12536179517520385
347,0.6848077647591316
348,0.7330360520535714
349,0.5423137423522508
350,0.8415150442948636
351,0.9783826967249837
352,0.6311012295551233
353,0.32824850973900477
354,0.06256038907726336
355,0.7944473863912137
356,0.3425549181824914
357,0.7036205906631556
358,0.37007962499851743
359,0.4303218262595112
360,0.5157626343325435
361,0.1686524115501169
362,0.5401452619542343
363,0.2129673063935148
364,0.22716489804580342
365,0.7639151173266129
366,0.762649937569963
367,0.6299104450647264
368,0.6940087881912
369,0.8429067703386931
370,0.9559818715194474
371,0.6060277836629909
372,0.7797189458114031
373,0.9212400502279802
374,0.17053749367726334
375,0.9994887795485113
376,0.43310784237588096
377,0.8913481966194133
378,0.35261787186939575
379,0.3121990805684616
380,0.16373670829329612
381,0.6041242852722923
382,0.8287597943094445
383,0.25232273045692755
384,0.8647023343828033
385,0.8624905840439038
386,0.9480292848745788
387,0.5558845702952473
388,0.16152590901980035
389,0.2823433572729659
390,0.9017159200353286
391,0.8991446029417389
392,0.17421896689842475
393,0.03359043037987963
394,0.104995599496844
395,0.12482074815591948
396,0.3752629782790373
397,0.9854100189296048
398,0.6962543278623559
399,0.14516350534333233
400,0.2990222452866008
401,0.42489954612137537
402,0.16025811499426634
403,0.757989046564927
404,0.9777304579672335
405,0.2194479821092603
406,0.2885721477149994
407,0.9559944499493063
408,0.1343363724075649
409,0.06337065100774675
410,0.13642640993408828
411,0.017255432992792863
412,0.5938599948142579
413,0.5224323608429119
414,0.37464350255229817
415,0.07930165632073549
416,0.6054287412922292
417,0.2689713377851939
418,0.7323107992771091
419,0.9895327501723171
420,0.28565115547912523
421,0.16708768523262996
422,0.24524519908719433
423,0.8818493212223077
424,0.2287156329594613
425,0.21318221229988243
426,0.7082243733373335
427,0.3143027019980006
428,0.9763754452737224
429,0.527254325827094
430,0.46029482897799767
431,0.8370111031638486
432,0.8123121207737516
433,0.20105588429582444
434,0.9513837056890356
435,0.9398905561557859
436,0.7875239148507863
437,0.29546394468793147
438,0.462829379446124
439,0.7218496845324545
440,0.6686610247838842
441,0.3602116358714751
442,0.34212320866494816
443,0.7552225013739154
444,0.9365988245043486
445,0.6049518804140139
446,0.0868693369357676
447,0.14637858172024
448,0.2783250380696388
449,0.4805675298245029
450,0.7100004071001613
451,0.06054241253220993
452,0.2724811912161186
453,0.922326281486276
454,0.838598362112969
455,0.4734960524323436
456,0.271874020096766
457,0.5322325082218279
458,0.06762523544601551
459,0.9951634493470115
460,0.7996255662484374
461,0.7326367394833564
462,0.21576830673768488
463,0.5243297913076755
464,0.9866511710159169
465,0.02286206486951925
466,0.45082361912652746
467,0.039015190593153615
468,0.6454965436805676
469,0.15376773138928068
470,0.7711984347588194
471,0.573362959433357
472,0.7151857674876464
473,0.5220657760352991
474,0.13529620469898795
475,0.4440540637951135
476,0.041376260320323044
